timestamp,machine_id,speed_board_per_min,fault_code,counter_total,feeder_status,temperature_c,vibration_mm_s,oee_percent
2024-01-15 01:20:00,MC001,76.5,0,34947,RUNNING,78.1,2.0,75.0
2024-01-15 01:20:00,MC002,115.0,0,35184,RUNNING,75.9,2.5,86.7
2024-01-15 01:20:00,MC003,83.7,0,27092,RUNNING,71.3,2.6,86.3
2024-01-15 01:25:00,MC001,77.3,0,35333,RUNNING,68.2,2.5,75.8
2024-01-15 01:25:00,MC002,55.2,E004,35460,FAULTED,75.6,9.1,0.0
2024-01-15 01:25:00,MC003,84.6,0,27515,RUNNING,72.3,1.6,87.3
2024-01-15 01:30:00,MC001,87.2,0,35769,RUNNING,71.5,2.4,85.5
2024-01-15 01:30:00,MC002,55.2,E004,35736,FAULTED,75.4,8.2,0.0
2024-01-15 01:30:00,MC003,0.0,E005,27515,STOPPED,50.8,0.0,0.0
2024-01-15 01:35:00,MC001,88.7,0,36212,RUNNING,78.5,1.6,86.9
2024-01-15 01:35:00,MC002,55.2,E004,36012,FAULTED,74.3,10.4,0.0
2024-01-15 01:35:00,MC003,0.0,E005,27515,STOPPED,47.5,0.2,0.0
2024-01-15 01:40:00,MC001,77.4,0,36599,RUNNING,72.2,1.1,75.9
2024-01-15 01:40:00,MC002,110.8,0,36566,RUNNING,79.8,2.8,83.5
2024-01-15 01:40:00,MC003,0.0,E005,27515,STOPPED,47.7,0.2,0.0
2024-01-15 01:45:00,MC001,82.7,0,37012,RUNNING,71.8,2.1,81.0
2024-01-15 01:45:00,MC002,114.6,0,37139,RUNNING,81.1,2.8,86.4
2024-01-15 01:45:00,MC003,0.0,E005,27515,STOPPED,47.2,0.1,0.0
2024-01-15 01:50:00,MC001,86.1,0,37442,RUNNING,75.8,2.3,84.4
2024-01-15 01:50:00,MC002,101.3,0,37645,RUNNING,79.0,1.7,76.4
2024-01-15 01:50:00,MC003,0.0,E005,27515,STOPPED,47.3,0.2,0.0
2024-01-15 01:55:00,MC001,83.7,0,37860,RUNNING,75.5,2.6,82.0
2024-01-15 01:55:00,MC002,107.2,0,38181,RUNNING,84.4,2.0,80.8
2024-01-15 01:55:00,MC003,81.0,0,27920,RUNNING,73.4,2.1,83.6
2024-01-15 02:00:00,MC001,78.7,0,38253,RUNNING,75.4,2.1,77.1
2024-01-15 02:00:00,MC002,104.6,0,38704,RUNNING,74.6,2.6,78.9
2024-01-15 02:00:00,MC003,73.1,0,28285,RUNNING,64.5,2.5,75.4
2024-01-15 02:05:00,MC001,80.0,0,38653,RUNNING,74.5,1.5,78.4
2024-01-15 02:05:00,MC002,115.7,0,39282,RUNNING,74.5,2.1,87.2
2024-01-15 02:05:00,MC003,75.2,0,28661,RUNNING,69.4,1.4,77.6
2024-01-15 02:10:00,MC001,82.9,0,39067,RUNNING,74.1,2.2,81.2
2024-01-15 02:10:00,MC002,102.5,0,39794,RUNNING,76.5,2.1,77.3
2024-01-15 02:10:00,MC003,81.1,0,29066,RUNNING,67.4,2.6,83.7
2024-01-15 02:15:00,MC001,87.1,0,39502,RUNNING,76.1,1.9,85.4
2024-01-15 02:15:00,MC002,113.4,0,40361,RUNNING,79.3,2.0,85.5
2024-01-15 02:15:00,MC003,82.3,0,29477,RUNNING,61.5,1.7,84.9
2024-01-15 02:20:00,MC001,88.0,0,39942,RUNNING,79.4,2.4,86.2
2024-01-15 02:20:00,MC002,105.8,0,40890,RUNNING,75.4,2.3,79.8
2024-01-15 02:20:00,MC003,83.9,0,29896,RUNNING,67.1,2.1,86.5
2024-01-15 02:25:00,MC001,84.5,0,40364,RUNNING,74.3,2.5,82.8
2024-01-15 02:25:00,MC002,104.7,0,41413,RUNNING,82.7,1.1,78.9
2024-01-15 02:25:00,MC003,82.0,0,30306,RUNNING,65.9,1.9,84.6
2024-01-15 02:30:00,MC001,88.3,0,40805,RUNNING,76.0,1.8,86.5
2024-01-15 02:30:00,MC002,111.9,0,41972,RUNNING,74.9,2.7,84.4
2024-01-15 02:30:00,MC003,80.2,0,30707,RUNNING,66.9,2.3,82.7
2024-01-15 02:35:00,MC001,87.6,0,41243,RUNNING,79.4,2.3,85.8
2024-01-15 02:35:00,MC002,107.0,0,42507,RUNNING,77.5,1.3,80.7
2024-01-15 02:35:00,MC003,74.5,0,31079,RUNNING,66.6,2.1,76.9
2024-01-15 02:40:00,MC001,88.5,0,41685,RUNNING,69.5,2.2,86.7
2024-01-15 02:40:00,MC002,110.4,0,43059,RUNNING,77.5,1.9,83.2
2024-01-15 02:40:00,MC003,78.5,0,31471,RUNNING,69.6,1.7,81.0
2024-01-15 02:45:00,MC001,87.1,0,42120,RUNNING,75.5,1.6,85.4
2024-01-15 02:45:00,MC002,103.5,0,43576,RUNNING,78.4,2.2,78.0
2024-01-15 02:45:00,MC003,75.9,0,31850,RUNNING,66.7,2.2,78.3
2024-01-15 02:50:00,MC001,86.6,0,42553,RUNNING,76.2,1.6,84.9
2024-01-15 02:50:00,MC002,105.7,0,44104,RUNNING,75.5,2.1,79.7
2024-01-15 02:50:00,MC003,81.8,0,32259,RUNNING,64.7,2.3,84.4
2024-01-15 02:55:00,MC001,89.1,0,42998,RUNNING,72.2,3.2,87.3
2024-01-15 02:55:00,MC002,105.4,0,44631,RUNNING,77.0,2.3,79.5
2024-01-15 02:55:00,MC003,84.2,0,32680,RUNNING,68.0,0.8,86.9
2024-01-15 03:00:00,MC001,80.6,0,43401,RUNNING,72.6,1.4,79.0
2024-01-15 03:00:00,MC002,104.7,0,45154,RUNNING,83.7,1.3,78.9
2024-01-15 03:00:00,MC003,74.0,0,33050,RUNNING,63.3,2.3,76.3
2024-01-15 03:05:00,MC001,84.2,0,43822,RUNNING,77.8,2.7,82.5
2024-01-15 03:05:00,MC002,113.3,0,45720,RUNNING,78.5,1.9,85.4
2024-01-15 03:05:00,MC003,80.9,0,33454,RUNNING,68.2,2.6,83.5
2024-01-15 03:10:00,MC001,84.8,0,44246,RUNNING,77.9,3.2,83.1
2024-01-15 03:10:00,MC002,102.8,0,46234,RUNNING,82.9,1.0,77.5
2024-01-15 03:10:00,MC003,82.1,0,33864,RUNNING,74.9,2.1,84.7
2024-01-15 03:15:00,MC001,89.2,0,44692,RUNNING,75.0,2.2,87.4
2024-01-15 03:15:00,MC002,104.5,0,46756,RUNNING,78.3,2.3,78.8
2024-01-15 03:15:00,MC003,74.7,0,34237,RUNNING,65.4,2.6,77.1
2024-01-15 03:20:00,MC001,78.3,0,45083,RUNNING,75.7,1.6,76.7
2024-01-15 03:20:00,MC002,103.5,0,47273,RUNNING,79.6,1.8,78.0
2024-01-15 03:20:00,MC003,75.9,0,34616,RUNNING,74.0,1.8,78.3
2024-01-15 03:25:00,MC001,78.1,0,45473,RUNNING,74.3,2.3,76.5
2024-01-15 03:25:00,MC002,107.2,0,47809,RUNNING,83.4,1.9,80.8
2024-01-15 03:25:00,MC003,40.4,E004,34818,FAULTED,65.7,12.9,0.0
2024-01-15 03:30:00,MC001,83.6,0,45891,RUNNING,74.5,0.7,81.9
2024-01-15 03:30:00,MC002,99.8,0,48308,RUNNING,79.4,1.1,75.2
2024-01-15 03:30:00,MC003,40.4,E004,35020,FAULTED,60.6,14.5,0.0
2024-01-15 03:35:00,MC001,86.8,0,46325,RUNNING,77.0,1.7,85.1
2024-01-15 03:35:00,MC002,113.0,0,48873,RUNNING,80.4,2.7,85.2
2024-01-15 03:35:00,MC003,40.4,E004,35222,FAULTED,65.9,11.1,0.0
2024-01-15 03:40:00,MC001,83.7,0,46743,RUNNING,67.7,1.6,82.0
2024-01-15 03:40:00,MC002,100.0,0,49373,RUNNING,76.3,1.8,75.4
2024-01-15 03:40:00,MC003,83.6,0,35640,RUNNING,66.3,2.5,86.2
2024-01-15 03:45:00,MC001,77.4,0,47130,RUNNING,68.4,2.8,75.9
2024-01-15 03:45:00,MC002,110.7,0,49926,RUNNING,75.4,2.7,83.5
2024-01-15 03:45:00,MC003,81.1,0,36045,RUNNING,71.5,2.8,83.7
2024-01-15 03:50:00,MC001,89.1,0,47575,RUNNING,72.5,3.0,87.3
2024-01-15 03:50:00,MC002,101.7,0,50434,RUNNING,73.8,2.3,76.7
2024-01-15 03:50:00,MC003,74.2,0,36416,RUNNING,71.7,1.5,76.5
2024-01-15 03:55:00,MC001,84.9,0,47999,RUNNING,68.7,1.4,83.2
2024-01-15 03:55:00,MC002,110.7,0,50987,RUNNING,82.2,2.8,83.5
2024-01-15 03:55:00,MC003,84.8,0,36840,RUNNING,73.4,2.3,87.5
2024-01-15 04:00:00,MC001,77.5,0,48386,RUNNING,74.1,1.6,75.9
2024-01-15 04:00:00,MC002,114.7,0,51560,RUNNING,79.8,1.9,86.5
2024-01-15 04:00:00,MC003,80.8,0,37244,RUNNING,64.7,2.5,83.4
2024-01-15 04:05:00,MC001,83.3,0,48802,RUNNING,77.6,2.9,81.6
2024-01-15 04:05:00,MC002,116.0,0,52140,RUNNING,83.8,2.5,87.4
2024-01-15 04:05:00,MC003,79.2,0,37640,RUNNING,69.4,1.9,81.7
2024-01-15 04:10:00,MC001,85.1,0,49227,RUNNING,75.6,1.9,83.4
2024-01-15 04:10:00,MC002,100.6,0,52643,RUNNING,78.3,3.0,75.8
2024-01-15 04:10:00,MC003,74.7,0,38013,RUNNING,70.1,1.7,77.1
2024-01-15 04:15:00,MC001,81.4,0,49634,RUNNING,72.4,1.8,79.8
2024-01-15 04:15:00,MC002,112.0,0,53203,RUNNING,79.5,1.6,84.4
2024-01-15 04:15:00,MC003,81.9,0,38422,RUNNING,70.6,2.0,84.5
2024-01-15 04:20:00,MC001,82.3,0,50045,RUNNING,75.2,2.0,80.7
2024-01-15 04:20:00,MC002,102.2,0,53714,RUNNING,78.7,2.6,77.0
2024-01-15 04:20:00,MC003,74.7,0,38795,RUNNING,68.4,1.1,77.1
2024-01-15 04:25:00,MC001,82.5,0,50457,RUNNING,72.0,2.2,80.8
2024-01-15 04:25:00,MC002,115.7,0,54292,RUNNING,78.8,2.5,87.2
2024-01-15 04:25:00,MC003,77.6,0,39183,RUNNING,66.8,2.5,80.1
2024-01-15 04:30:00,MC001,86.5,0,50889,RUNNING,74.2,1.8,84.8
2024-01-15 04:30:00,MC002,99.5,0,54789,RUNNING,76.4,2.3,75.0
2024-01-15 04:30:00,MC003,79.7,0,39581,RUNNING,64.9,2.6,82.2
2024-01-15 04:35:00,MC001,85.0,0,51314,RUNNING,71.2,2.1,83.3
2024-01-15 04:35:00,MC002,105.1,0,55314,RUNNING,80.3,2.0,79.2
2024-01-15 04:35:00,MC003,79.6,0,39979,RUNNING,71.2,2.3,82.1
2024-01-15 04:40:00,MC001,77.3,0,51700,RUNNING,66.0,1.6,75.8
2024-01-15 04:40:00,MC002,109.0,0,55859,RUNNING,78.6,2.6,82.2
2024-01-15 04:40:00,MC003,79.0,0,40374,RUNNING,67.6,1.9,81.5
2024-01-15 04:45:00,MC001,0.0,E005,51700,STOPPED,58.6,0.2,0.0
2024-01-15 04:45:00,MC002,102.2,0,56370,RUNNING,77.9,2.3,77.0
2024-01-15 04:45:00,MC003,83.6,0,40792,RUNNING,72.7,2.1,86.2
2024-01-15 04:50:00,MC001,0.0,E005,51700,STOPPED,55.1,0.1,0.0
2024-01-15 04:50:00,MC002,0.0,E005,56370,STOPPED,60.1,0.1,0.0
2024-01-15 04:50:00,MC003,73.4,0,41159,RUNNING,68.2,2.2,75.7
2024-01-15 04:55:00,MC001,0.0,E005,51700,STOPPED,58.2,0.1,0.0
2024-01-15 04:55:00,MC002,0.0,E005,56370,STOPPED,64.9,0.1,0.0
2024-01-15 04:55:00,MC003,77.4,0,41546,RUNNING,63.8,2.5,79.8
2024-01-15 05:00:00,MC001,0.0,E005,51700,STOPPED,56.8,0.2,0.0
2024-01-15 05:00:00,MC002,0.0,E005,56370,STOPPED,61.1,0.2,0.0
2024-01-15 05:00:00,MC003,74.6,0,41919,RUNNING,72.3,1.7,77.0
2024-01-15 05:05:00,MC001,0.0,E005,51700,STOPPED,50.9,0.2,0.0
2024-01-15 05:05:00,MC002,107.7,0,56908,RUNNING,84.5,1.6,81.2
2024-01-15 05:05:00,MC003,75.1,0,42294,RUNNING,70.5,2.4,77.5
2024-01-15 05:10:00,MC001,87.5,0,52137,RUNNING,81.2,1.8,85.8
2024-01-15 05:10:00,MC002,103.6,0,57426,RUNNING,79.0,2.4,78.1
2024-01-15 05:10:00,MC003,73.3,0,42660,RUNNING,68.6,1.3,75.6
2024-01-15 05:15:00,MC001,87.1,0,52572,RUNNING,75.8,2.0,85.4
2024-01-15 05:15:00,MC002,100.5,0,57928,RUNNING,81.6,1.8,75.8
2024-01-15 05:15:00,MC003,81.3,0,43066,RUNNING,69.4,1.3,83.9
2024-01-15 05:20:00,MC001,79.8,0,52971,RUNNING,69.3,1.7,78.2
2024-01-15 05:20:00,MC002,114.5,0,58500,RUNNING,78.3,2.0,86.3
2024-01-15 05:20:00,MC003,75.6,0,43444,RUNNING,67.6,2.3,78.0
2024-01-15 05:25:00,MC001,77.4,0,53358,RUNNING,73.2,1.4,75.9
2024-01-15 05:25:00,MC002,114.2,0,59071,RUNNING,79.7,2.0,86.1
2024-01-15 05:25:00,MC003,76.5,0,43826,RUNNING,63.3,1.8,78.9
2024-01-15 05:30:00,MC001,77.0,0,53743,RUNNING,71.8,0.7,75.5
2024-01-15 05:30:00,MC002,77.3,E006,59457,FAULTED,78.9,2.2,0.0
2024-01-15 05:30:00,MC003,77.5,0,44213,RUNNING,64.4,2.0,79.9
2024-01-15 05:35:00,MC001,86.3,0,54174,RUNNING,73.0,2.6,84.6
2024-01-15 05:35:00,MC002,77.3,E006,59843,FAULTED,79.2,1.3,0.0
2024-01-15 05:35:00,MC003,84.0,0,44633,RUNNING,69.3,2.1,86.7
2024-01-15 05:40:00,MC001,83.0,0,54589,RUNNING,76.2,2.2,81.3
2024-01-15 05:40:00,MC002,77.3,E006,60229,FAULTED,76.0,1.9,0.0
2024-01-15 05:40:00,MC003,74.6,0,45006,RUNNING,67.0,2.0,77.0
2024-01-15 05:45:00,MC001,79.6,0,54987,RUNNING,73.0,2.4,78.0
2024-01-15 05:45:00,MC002,77.3,E006,60615,FAULTED,79.3,1.9,0.0
2024-01-15 05:45:00,MC003,78.1,0,45396,RUNNING,73.2,1.7,80.6
2024-01-15 05:50:00,MC001,84.5,0,55409,RUNNING,73.0,1.9,82.8
2024-01-15 05:50:00,MC002,100.2,0,61116,RUNNING,73.4,1.9,75.5
2024-01-15 05:50:00,MC003,83.2,0,45812,RUNNING,67.8,2.7,85.8
2024-01-15 05:55:00,MC001,88.3,0,55850,RUNNING,71.9,1.4,86.5
2024-01-15 05:55:00,MC002,100.7,0,61619,RUNNING,76.0,2.4,75.9
2024-01-15 05:55:00,MC003,80.9,0,46216,RUNNING,69.9,2.3,83.5
2024-01-15 06:00:00,MC001,93.5,0,56317,RUNNING,75.9,2.9,91.6
2024-01-15 06:00:00,MC002,114.9,0,62193,RUNNING,79.8,2.2,86.6
2024-01-15 06:00:00,MC003,82.9,0,46630,RUNNING,62.5,1.7,85.5
2024-01-15 06:05:00,MC001,85.6,0,56745,RUNNING,77.2,1.6,83.9
2024-01-15 06:05:00,MC002,122.9,0,62807,RUNNING,82.5,2.5,92.6
2024-01-15 06:05:00,MC003,85.9,0,47059,RUNNING,70.8,2.4,88.6
2024-01-15 06:10:00,MC001,85.6,0,57173,RUNNING,73.2,2.4,83.9
2024-01-15 06:10:00,MC002,37.0,E003,62992,FAULTED,86.5,0.0,0.0
2024-01-15 06:10:00,MC003,93.4,0,47526,RUNNING,68.5,2.7,96.3
2024-01-15 06:15:00,MC001,93.6,0,57641,RUNNING,73.8,2.2,91.7
2024-01-15 06:15:00,MC002,37.0,E003,63177,FAULTED,85.2,0.4,0.0
2024-01-15 06:15:00,MC003,81.7,0,47934,RUNNING,70.7,2.7,84.3
2024-01-15 06:20:00,MC001,94.2,0,58112,RUNNING,76.8,1.8,92.3
2024-01-15 06:20:00,MC002,37.0,E003,63362,FAULTED,94.3,1.6,0.0
2024-01-15 06:20:00,MC003,82.5,0,48346,RUNNING,61.0,1.4,85.1
2024-01-15 06:25:00,MC001,96.2,0,58593,RUNNING,74.1,2.8,94.3
2024-01-15 06:25:00,MC002,37.0,E003,63547,FAULTED,91.7,0.1,0.0
2024-01-15 06:25:00,MC003,92.8,0,48810,RUNNING,71.5,2.3,95.7
2024-01-15 06:30:00,MC001,95.2,0,59069,RUNNING,72.0,1.8,93.3
2024-01-15 06:30:00,MC002,117.9,0,64136,RUNNING,76.2,2.3,88.9
2024-01-15 06:30:00,MC003,90.1,0,49260,RUNNING,70.0,2.8,92.9
2024-01-15 06:35:00,MC001,91.4,0,59526,RUNNING,73.8,2.9,89.6
2024-01-15 06:35:00,MC002,126.4,0,64768,RUNNING,78.5,2.9,95.3
2024-01-15 06:35:00,MC003,0.0,E001,49260,STOPPED,52.2,0.2,0.0
2024-01-15 06:40:00,MC001,92.4,0,59988,RUNNING,74.8,1.7,90.6
2024-01-15 06:40:00,MC002,122.2,0,65379,RUNNING,77.9,2.8,92.1
2024-01-15 06:40:00,MC003,0.0,E001,49260,STOPPED,50.3,0.0,0.0
2024-01-15 06:45:00,MC001,91.6,0,60446,RUNNING,71.6,2.3,89.8
2024-01-15 06:45:00,MC002,0.0,E002,65379,STOPPED,64.2,0.0,0.0
2024-01-15 06:45:00,MC003,0.0,E001,49260,STOPPED,48.5,0.1,0.0
2024-01-15 06:50:00,MC001,92.8,0,60910,RUNNING,73.7,2.6,90.9
2024-01-15 06:50:00,MC002,0.0,E002,65379,STOPPED,58.7,0.1,0.0
2024-01-15 06:50:00,MC003,0.0,E001,49260,STOPPED,53.3,0.2,0.0
2024-01-15 06:55:00,MC001,88.4,0,61352,RUNNING,76.1,2.1,86.6
2024-01-15 06:55:00,MC002,120.2,0,65980,RUNNING,79.6,2.2,90.6
2024-01-15 06:55:00,MC003,0.0,E001,49260,STOPPED,50.4,0.1,0.0
2024-01-15 07:00:00,MC001,87.6,0,61790,RUNNING,74.4,2.4,85.8
2024-01-15 07:00:00,MC002,122.7,0,66593,RUNNING,82.7,3.4,92.5
2024-01-15 07:00:00,MC003,0.0,E001,49260,STOPPED,46.7,0.1,0.0
2024-01-15 07:05:00,MC001,97.1,0,62275,RUNNING,76.5,1.8,95.2
2024-01-15 07:05:00,MC002,126.9,0,67227,RUNNING,81.7,3.2,95.7
2024-01-15 07:05:00,MC003,0.0,E001,49260,STOPPED,47.2,0.0,0.0
2024-01-15 07:10:00,MC001,98.3,0,62766,RUNNING,81.2,1.7,96.3
2024-01-15 07:10:00,MC002,123.4,0,67844,RUNNING,88.9,3.2,93.0
2024-01-15 07:10:00,MC003,0.0,E001,49260,STOPPED,47.2,0.0,0.0
2024-01-15 07:15:00,MC001,95.0,0,63241,RUNNING,74.8,2.9,93.1
2024-01-15 07:15:00,MC002,111.3,0,68400,RUNNING,76.4,2.7,83.9
2024-01-15 07:15:00,MC003,81.5,0,49667,RUNNING,67.8,2.3,84.1
2024-01-15 07:20:00,MC001,94.5,0,63713,RUNNING,76.7,1.8,92.6
2024-01-15 07:20:00,MC002,120.0,0,69000,RUNNING,77.2,2.1,90.5
2024-01-15 07:20:00,MC003,83.5,0,50084,RUNNING,69.4,2.4,86.1
2024-01-15 07:25:00,MC001,86.3,0,64144,RUNNING,75.2,2.1,84.6
2024-01-15 07:25:00,MC002,127.3,0,69636,RUNNING,79.5,3.3,96.0
2024-01-15 07:25:00,MC003,81.8,0,50493,RUNNING,70.0,1.9,84.4
2024-01-15 07:30:00,MC001,94.5,0,64616,RUNNING,76.0,1.4,92.6
2024-01-15 07:30:00,MC002,119.9,0,70235,RUNNING,77.9,2.8,90.4
2024-01-15 07:30:00,MC003,91.6,0,50951,RUNNING,72.1,2.1,94.5
2024-01-15 07:35:00,MC001,94.2,0,65087,RUNNING,75.9,2.6,92.3
2024-01-15 07:35:00,MC002,114.7,0,70808,RUNNING,80.5,2.4,86.5
2024-01-15 07:35:00,MC003,92.2,0,51412,RUNNING,66.3,2.8,95.1
2024-01-15 07:40:00,MC001,92.5,0,65549,RUNNING,81.2,2.3,90.6
2024-01-15 07:40:00,MC002,129.2,0,71454,RUNNING,81.4,2.6,97.4
2024-01-15 07:40:00,MC003,90.1,0,51862,RUNNING,67.1,2.5,92.9
2024-01-15 07:45:00,MC001,94.4,0,66021,RUNNING,76.9,2.3,92.5
2024-01-15 07:45:00,MC002,122.1,0,72064,RUNNING,77.2,2.7,92.0
2024-01-15 07:45:00,MC003,90.2,0,52313,RUNNING,70.5,2.8,93.0
2024-01-15 07:50:00,MC001,91.0,0,66476,RUNNING,74.9,2.7,89.2
2024-01-15 07:50:00,MC002,114.6,0,72637,RUNNING,81.7,2.2,86.4
2024-01-15 07:50:00,MC003,85.6,0,52741,RUNNING,74.8,2.1,88.3
2024-01-15 07:55:00,MC001,87.7,0,66914,RUNNING,74.3,1.9,85.9
2024-01-15 07:55:00,MC002,128.3,0,73278,RUNNING,81.8,3.2,96.7
2024-01-15 07:55:00,MC003,94.3,0,53212,RUNNING,69.8,2.2,97.3
2024-01-15 08:00:00,MC001,92.7,0,67377,RUNNING,74.0,2.6,90.8
2024-01-15 08:00:00,MC002,125.2,0,73904,RUNNING,80.7,2.2,94.4
2024-01-15 08:00:00,MC003,86.7,0,53645,RUNNING,64.2,1.5,89.4
2024-01-15 08:05:00,MC001,91.7,0,67835,RUNNING,69.1,2.6,89.9
2024-01-15 08:05:00,MC002,117.1,0,74489,RUNNING,81.2,2.5,88.3
2024-01-15 08:05:00,MC003,84.4,0,54067,RUNNING,67.6,2.3,87.1
2024-01-15 08:10:00,MC001,96.2,0,68316,RUNNING,75.1,2.9,94.3
2024-01-15 08:10:00,MC002,124.4,0,75111,RUNNING,82.8,1.6,93.8
2024-01-15 08:10:00,MC003,87.9,0,54506,RUNNING,67.5,2.6,90.7
2024-01-15 08:15:00,MC001,95.7,0,68794,RUNNING,73.1,2.6,93.8
2024-01-15 08:15:00,MC002,124.4,0,75733,RUNNING,76.3,1.9,93.8
2024-01-15 08:15:00,MC003,88.7,0,54949,RUNNING,69.7,3.1,91.5
2024-01-15 08:20:00,MC001,89.4,0,69241,RUNNING,72.4,3.4,87.6
2024-01-15 08:20:00,MC002,114.3,0,76304,RUNNING,78.0,1.7,86.2
2024-01-15 08:20:00,MC003,84.5,0,55371,RUNNING,69.8,2.4,87.2
2024-01-15 08:25:00,MC001,86.2,0,69672,RUNNING,69.1,1.7,84.5
2024-01-15 08:25:00,MC002,120.0,0,76904,RUNNING,86.8,2.1,90.5
2024-01-15 08:25:00,MC003,87.6,0,55809,RUNNING,68.9,2.1,90.4
2024-01-15 08:30:00,MC001,99.1,0,70167,RUNNING,70.9,2.6,97.1
2024-01-15 08:30:00,MC002,125.1,0,77529,RUNNING,77.0,2.4,94.3
2024-01-15 08:30:00,MC003,83.5,0,56226,RUNNING,66.8,3.2,86.1
2024-01-15 08:35:00,MC001,96.9,0,70651,RUNNING,67.7,1.4,95.0
2024-01-15 08:35:00,MC002,120.1,0,78129,RUNNING,75.7,2.9,90.5
2024-01-15 08:35:00,MC003,85.3,0,56652,RUNNING,71.6,3.3,88.0
2024-01-15 08:40:00,MC001,98.5,0,71143,RUNNING,79.2,2.1,96.5
2024-01-15 08:40:00,MC002,122.6,0,78742,RUNNING,79.9,2.7,92.4
